name,language,event_url,summary,img_url,start_date,ticket_url,price,end_date,city,longitude,latitude,address
Tokenization of Real World Assets using Blockchain | Milan,en-gb,https://www.eventbrite.com.au/e/tokenization-of-real-world-assets-using-blockchain-milan-tickets-881728241907,2-hours live online training to explain the concept of tokenization of real world assets using blockchain technology!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F701769679%2F946124613453%2F1%2Foriginal.20240221-052519?auto=format%2Ccompress&q=75&sharp=10&s=ba8357c0fb9c7b171078e250506cf4b9,2024-08-01,https://www.eventbrite.com/checkout-external?eid=881728241907,599.00,2024-08-01,Milan,9.1885446,45.4637384,Milan
Corso di Handpan a Milano per principianti,it-it,https://www.eventbrite.it/e/biglietti-corso-di-handpan-a-milano-per-principianti-899111987157,Lezioni di Handpan Battiloro per principianti a Milano,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F705506129%2F346119187365%2F1%2Foriginal.20240226-170019?auto=format%2Ccompress&q=75&sharp=10&s=1676e3aff31c61fdd51c8ccf5068025f,2024-09-21,https://www.eventbrite.com/checkout-external?eid=899111987157,100.00,2024-09-21,Milano,9.196096299999999,45.439008,Via dei Fontanili 43
PAS DE DEUX - Miquel Tamarit (clarinet) Renata Benvegnu (piano),en-us,https://www.eventbrite.it/e/pas-de-deux-miquel-tamarit-clarinet-renata-benvegnu-piano-tickets-927378994537,Visita a parco e museo di Villa Carlotta e concerto per un'indimenticabile giornata sul Lago di Como,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791101339%2F73481085051%2F1%2Foriginal.20240617-165330?auto=format%2Ccompress&q=75&sharp=10&s=7ba50fb8b542a3cf419d276652d06ba1,2024-07-26,https://www.eventbrite.com/checkout-external?eid=927378994537,22.55,2024-07-26,Tremezzina,9.230732,45.98636399999999,2 Via Regina
Cena Cantata miscusi Bocconi,it-it,https://www.eventbrite.it/e/biglietti-cena-cantata-miscusi-bocconi-927163199087,Cene Cantate miscusi Bocconi,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F790833289%2F283920769980%2F1%2Foriginal.20240122-093643?auto=format%2Ccompress&q=75&sharp=10&s=346d1a8fb7f73be8640d0773f2109fd3,2024-07-26,https://www.eventbrite.com/checkout-external?eid=927163199087,10.00,2024-07-26,Milano,9.1882589,45.451549,7 Viale Bligny
Pilates & Aperitivo,it-it,https://www.eventbrite.co.uk/e/biglietti-pilates-aperitivo-898679834577,Una rigenerante Lezione di Pilates al Parco e a seguire Aperitivo Gustoso o Healthy presso il Bar Bianco.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F759998829%2F1080364228743%2F1%2Foriginal.20240505-161041?auto=format%2Ccompress&q=75&sharp=10&s=34a85ee6471439f5cd01cfc864a4f478,2024-07-10,https://www.eventbrite.com/checkout-external?eid=898679834577,31.11,2024-07-10,Milano,9.1774836,45.4736218,4 Viale Enrico Ibsen
SUGGESTIONI SENZA TEMPO - Trio Italiano,en-us,https://www.eventbrite.it/e/suggestioni-senza-tempo-trio-italiano-tickets-927311592937,Un brillante e ironico trio in concerto nell'iconica Villa del Balbianello,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791010499%2F73481085051%2F1%2Foriginal.20240617-150848?auto=format%2Ccompress&q=75&sharp=10&s=0305ff6e3a0a1960df40fc651acc0b2b,2024-07-14,https://www.eventbrite.com/checkout-external?eid=927311592937,17.22,2024-07-14,Lenno,9.202356000000009,45.965424,5 Via Comoedia
Riviera Bar Crawl Milan / Milan Party Nightlife,en-gb,https://www.eventbrite.fr/e/riviera-bar-crawl-milan-milan-party-nightlife-tickets-933145171327,Experience the best of Milan nightlife with Riviera Bar Crawl Milan. Meet people worldwide enjoy exclusive deals create  your memories now,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F793522169%2F95356021183%2F1%2Foriginal.20240620-202552?auto=format%2Ccompress&q=75&sharp=10&s=4408259a65966c4e132b3dbac64a4bc2,2024-07-06,https://www.eventbrite.com/checkout-external?eid=933145171327,20.00,2024-07-07,Milano,9.181148899999998,45.4609022,4 Via Medici
"Globetrotter di Andrea Paone | Italian Comedy Night,en-us,https://www.eventbrite.it/e/globetrotter-di-andrea-paone-italian-comedy-night-tickets-923657383097,Una serata di stand up comedy con il nuovo show di Andrea Paone ""Globetrotter"".,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F797321669%2F1305314011303%2F1%2Foriginal.20240627-100751?auto=format%2Ccompress&q=75&sharp=10&s=1917f308475651f7d93ea90482170683,2025-02-28,https://www.eventbrite.com/checkout-external?eid=923657383097,14.01,2025-02-28,Milano,9.192010800000004,45.4871978,32 Via Volturno"
Una Cosa d'estate - stand-up comedy,en-us,https://www.eventbrite.com/e/una-cosa-destate-stand-up-comedy-tickets-924572841257,una serata dedicata ai racconti ironici sugli errori accompagnata da musica parole preziose ironia e risate. costo biglietto 15 euro,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F788389669%2F2182926665793%2F1%2Foriginal.20240612-172041?auto=format%2Ccompress&q=75&sharp=10&s=c8ddab88e4cce1480db2e63c39e3d42a,2024-07-25,https://www.eventbrite.com/checkout-external?eid=924572841257,17.22,2024-07-25,Milano,9.178740000000001,45.454764,7 Via Scaldasole
KILCHOMAN DAY 2024 MILANO,en-us,https://www.eventbrite.it/e/kilchoman-day-2024-milano-tickets-924327236647,Kilchoman Distillery Islay Single Malt Scotch Whisky  celebra il suo open day a Milano.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F788177019%2F164355402384%2F1%2Foriginal.20240612-124137?auto=format%2Ccompress&q=75&sharp=10&s=25652be03e4dbaab63a6daf301a02009,2024-10-05,https://www.eventbrite.com/checkout-external?eid=924327236647,10.00,2024-10-05,Milano,9.188333300000002,45.465,2 Piazza dei Mercanti
AL CENACOLO VINCIANO PER BAMBINI E FAMIGLIE,it-it,https://www.eventbrite.it/e/biglietti-al-cenacolo-vinciano-per-bambini-e-famiglie-932234698077,Un tour dedicato ai bambini e alle loro famiglie alla scoperta del CENACOLO VINCIANO con le schede di BURABACIO e la guida di SUCCO D'ARTE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F794979289%2F104077680407%2F1%2Foriginal.20221005-144702?auto=format%2Ccompress&q=75&sharp=10&s=fefc84ed3eeae972e52d81a9104ebee0,2024-09-07,https://www.eventbrite.com/checkout-external?eid=932234698077,69.50,2024-09-07,Milano,9.170638899999972,45.4662665,2 Piazza Santa Maria delle Grazie
Startups Fund Raising Program,en-us,https://www.eventbrite.com/e/startups-fund-raising-program-tickets-820132567587,Join This Startup Business Fund Raising Event Today !,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F134915595%2F475883336163%2F1%2Foriginal.20210510-192347?auto=format%2Ccompress&q=75&sharp=10&s=736830f405077770c3ef2e9650320ffa,2024-07-13,https://www.eventbrite.com/checkout-external?eid=820132567587,80.12,2024-07-13,Milan,9.1980762,45.5357118,Virtual (Online)
Designing Microservices Workshop,en-gb,https://www.eventbrite.it/e/designing-microservices-workshop-tickets-938211264147,Defining service responsibilities APIs and collaborations for fast sustainable flow,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F799257549%2F224488706463%2F1%2Foriginal.20240701-085711?auto=format%2Ccompress&q=75&sharp=10&s=b9d000b4a6e64d53abe0039558e81430,2024-11-20,https://www.eventbrite.com/checkout-external?eid=938211264147,1828.78,2024-11-22,Milan,9.184063199999999,45.4832677,Via Massimo D'Azeglio 3
Leadagious Shift,it-it,https://www.eventbrite.it/e/biglietti-leadagious-shift-887715489927,Due giorni che cambiano per sempre il tuo modo di vedere come funzioni tu e come funzionano gli altri.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F749481319%2F1941456172143%2F1%2Foriginal.20240104-150044?auto=format%2Ccompress&q=75&sharp=10&s=77ff131630e7ae9db626c3c73f99394b,2024-09-27,https://www.eventbrite.com/checkout-external?eid=887715489927,2400.00,2024-09-28,Milano,9.1829455,45.4723733,4 Via Rivoli
Digital Design Days 2024,en-us,https://www.eventbrite.com/e/digital-design-days-2024-tickets-904601426217,The global center of the digital design community #DDD24,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F766020309%2F178230204862%2F1%2Foriginal.20240513-091208?auto=format%2Ccompress&q=75&sharp=10&s=c9c7ac1774ede1d8534c1abb85d0d0be,2024-10-06,https://www.eventbrite.com/checkout-external?eid=904601426217,1054.94,2024-10-08,Milano,9.163556500000027,45.4510042,via Tortona 27 20144 Milano
Milano- Workshop Fotografia Ritratto,it-it,https://www.eventbrite.it/e/biglietti-milano-workshop-fotografia-ritratto-778308410407,workshop in formula breve (4 ore) con modella in esterna,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F659202329%2F157512799118%2F1%2Foriginal.20230107-195620?auto=format%2Ccompress&q=75&sharp=10&s=ba90e8d650985dbaee8f58c95d6650d5,2024-07-28,https://www.eventbrite.com/checkout-external?eid=778308410407,129.26,2024-07-28,Milano,9.1565914,45.477814,Piazza Tre Torri 20145 Milano
SAFARI URBANO - IN CERCA DI ANIMALI ATTORNO AL DUOMO DI MILANO,it-it,https://www.eventbrite.it/e/biglietti-safari-urbano-in-cerca-di-animali-attorno-al-duomo-di-milano-932252090097,Safari Urbano torna! Per bambini dai 3 anni.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F794991479%2F104077680407%2F1%2Foriginal.20230215-164354?auto=format%2Ccompress&q=75&sharp=10&s=76d9d1e3dd26ebc9016730db27dd88b3,2024-09-29,https://www.eventbrite.com/checkout-external?eid=932252090097,43.89,2024-09-29,Milano,9.1905995,45.4637,Piazza del Duomo Milano
Amplia il Network. Moltiplica le Referenze: Corso per Consulenti Finanziari,en-us,https://www.eventbrite.it/e/amplia-il-network-moltiplica-le-referenze-corso-per-consulenti-finanziari-tickets-921480481927,Scopri come massimizzare i rapporti con i tuoi clienti e acquisirne di nuovi... 2 intere giornate formative dedicate a te e al tuo settore!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F785014739%2F303503783175%2F1%2Foriginal.jpg?auto=format%2Ccompress&q=75&sharp=10&s=b7182199cfec81be16266635d71caaea,2024-09-19,https://www.eventbrite.com/checkout-external?eid=921480481927,1170.00,2024-09-19,Milano,9.182402699999999,45.468503,Milano Milano
Women in ROCK'N'SAFE - Milano - 25 Novembre 2024,it-it,https://www.eventbrite.it/e/biglietti-women-in-rocknsafe-milano-25-novembre-2024-940817810397,È un viaggio nel Paese delle meraviglie dove parità di genere inclusione e sicurezza fanno emergere il nostro lato umano e solidale,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F801576019%2F1199110051403%2F1%2Foriginal.20240704-080256?auto=format%2Ccompress&q=75&sharp=10&s=03bb3885d8e7c4882772e42afc1266da,2024-11-25,https://www.eventbrite.com/checkout-external?eid=940817810397,20.00,2024-11-25,Milano,9.224601499999999,45.442093,18 Viale Lucania 20139 Milano
PICASSO LO STRANIERO a Palazzo Reale - ADULTI & TEENS,en-us,https://www.eventbrite.it/e/picasso-lo-straniero-a-palazzo-reale-adulti-teens-tickets-920659666847,Viasita guidata per adulti & teens alla mostra di Palazzo Reale,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784199599%2F104077680407%2F1%2Foriginal.20240606-082810?auto=format%2Ccompress&q=75&sharp=10&s=c52443f512fc207ce4065048ec45b13f,2024-10-03,https://www.eventbrite.com/checkout-external?eid=920659666847,28.95,2024-10-03,Milano,9.191192000000001,45.46313,12 Piazza del Duomo Milano
MUNCH. IL GRIDO INTERIORE a PALAZZO REALE,en-us,https://www.eventbrite.it/e/munch-il-grido-interiore-a-palazzo-reale-tickets-920644651937,Visita guidata alla mostra di Palazzo Reale per adulti & teens,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784179549%2F104077680407%2F1%2Foriginal.20240606-072944?auto=format%2Ccompress&q=75&sharp=10&s=4d60d1bcf41e634e0e3918c703a48540,2024-10-10,https://www.eventbrite.com/checkout-external?eid=920644651937,27.89,2024-10-10,Milano,9.191192000000001,45.46313,12 Piazza del Duomo Milano
Nobilita 2024 il Festival della Cultura del Lavoro,it-it,https://www.eventbrite.it/e/biglietti-nobilita-2024-il-festival-della-cultura-del-lavoro-875261860787,Il Festival della Cultura del Lavoro. Quest'anno a Milano il 28-29/5 e il 25/9,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F732630009%2F299878558%2F1%2Foriginal.20240401-113149?auto=format%2Ccompress&q=75&sharp=10&s=572fe067a431105fe50a8f651c817117,2024-09-25,https://www.eventbrite.com/checkout-external?eid=875261860787,26.95,2024-09-25,Milano,9.1784553,45.4829692,1 Piazza Compasso d'Oro 20154 Milano
Una Cosa d'estate - cinema all'aperto - Siccità,en-us,https://www.eventbrite.com/e/una-cosa-destate-cinema-allaperto-siccita-tickets-924564486267,Nella nostra suggestiva corte nel cuore di Milano proietteremo film cult sotto le stelle. Prezzo del biglietto 10 euro.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F788383839%2F2182926665793%2F1%2Foriginal.20240612-171314?auto=format%2Ccompress&q=75&sharp=10&s=05ee534e86f17de5cf16220b54f2334a,2024-07-17,https://www.eventbrite.com/checkout-external?eid=924564486267,11.88,2024-07-17,Milano,9.178740000000001,45.454764,7 Via Scaldasole 20123 Milano
Concerto,it-it,https://www.eventbrite.com/e/biglietti-concerto-205704887857,vfjbs dkanslnx nn ònx x<lnl,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F180801379%2F680433634963%2F1%2Foriginal.20211105-150016?auto=format%2Ccompress&q=75&sharp=10&s=64b43e282bef29308c39ce456b885b66,2028-12-15,https://www.eventbrite.com/checkout-external?eid=205704887857,107.92,2028-12-15,Milano,9.2005913,45.4598811,Via Francesco Daverio 20122 Milano
CSRD Experience Day: Come iniziare con il rapporto di CSRD,it-it,https://www.eventbrite.com/e/biglietti-csrd-experience-day-come-iniziare-con-il-rapporto-di-csrd-935481258627,Vieni a scoprire come iniziare a creare un rapporto di sostenibilità con il CSRD in un'esperienza unica!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F797364299%2F1813699814183%2F1%2Foriginal.20240627-114545?auto=format%2Ccompress&q=75&sharp=10&s=cdc37c8aefb393a86b70c4e7863b292e,2024-10-03,https://www.eventbrite.com/checkout-external?eid=935481258627,71.98,2024-10-03,Milano,9.1662495,45.4922954,4 Via Aosta 20154 Milano
L'Accademia si rinnova in regime di efficientamento energetico.,it-it,https://www.eventbrite.it/e/biglietti-laccademia-si-rinnova-in-regime-di-efficientamento-energetico-252071541767,Accademia e sostenibilità: studenti ed esperti in gioco per donare una nuova veste alla sede storica di Milano.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F215475319%2F372376732505%2F1%2Foriginal.20220120-151427?auto=format%2Ccompress&q=75&sharp=10&s=323ba15075ff024d48cc5d7bbe734fbd,2028-03-01,https://www.eventbrite.com/checkout-external?eid=252071541767,11.88,2028-03-01,Milano,9.1887518,45.4720172,28 Via Brera 20121 Milano
Face Off Italia,it-it,https://www.eventbrite.it/e/biglietti-face-off-italia-149712547259,Face Off Italia è la prima fiera ispirata al talent show statunitense Face Off di trucco degli effetti speciali sbarcato in Italia nel 2012.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F131318797%2F530184838401%2F1%2Foriginal.20210406-140815?auto=format%2Ccompress&q=75&sharp=10&s=747f1ef2396070d7cc6d660cacf8b0d7,2025-06-01,https://www.eventbrite.com/checkout-external?eid=149712547259,43.89,2025-06-03,Milano,9.1904741,45.463701,Piazza del Duomo Milano
Milano: Girasoli e Van Gogh un aperitivo Appennello,it-it,https://www.eventbrite.it/e/biglietti-milano-girasoli-e-van-gogh-un-aperitivo-appennello-919370962297,Dipingi una serata divertente,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F716532719%2F452996305618%2F1%2Foriginal.20240311-145809?auto=format%2Ccompress&q=75&sharp=10&s=eac3453ef5c5332bd1598ff61b1c7d20,2024-07-24,https://www.eventbrite.com/checkout-external?eid=919370962297,35.00,2024-07-24,Milano,9.1523835,45.4533267,30 Piazza Napoli #2 20146 Milano
Female Rage - The fashion show,en-us,https://www.eventbrite.it/e/female-rage-the-fashion-show-tickets-940563900947,The designers will explore themes of empowerment freedom and equality through fine fabrics bold lines and refined details.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F801072159%2F1571334429843%2F1%2Foriginal.20240703-150802?auto=format%2Ccompress&q=75&sharp=10&s=eba8858c220153734de1f543da4cfa11,2024-07-13,https://www.eventbrite.com/checkout-external?eid=940563900947,22.55,2024-07-13,Brescia,10.2231652,45.5349967,78 Via Moretto 25121 Brescia
Corso di Disegno libero per adulti e bambini,it-it,https://www.eventbrite.com/e/biglietti-corso-di-disegno-libero-per-adulti-e-bambini-906242946047,Vieni a divertirti imparando a disegnare insieme ai tuoi bambini in un ambiente rilassato e creativo al Corso di Disegno libero per adulti e,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F776732639%2F1083401703263%2F1%2Foriginal.20240527-063906?auto=format%2Ccompress&q=75&sharp=10&s=141fb3b4ad7ff1fd69c311156b755cf5,2024-07-10,https://www.eventbrite.com/checkout-external?eid=906242946047,33.22,2024-07-10,Milano,9.1764383,45.44325310000001,69 Via Ascanio Sforza 20141 Milano
Workshop di fotografia 7 ore in un giorno. Tecniche Street photography ed esercizi.,it-it,https://www.eventbrite.com/e/biglietti-workshop-di-fotografia-7-ore-in-un-giorno-tecniche-street-photography-ed-esercizi-906189646627,Vieni a passare una giornata immerso nel mondo della fotografia imparando tecniche street photography ed esercizi pratici in un workshop di,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F767506759%2F1083401703263%2F1%2Foriginal.20240514-170828?auto=format%2Ccompress&q=75&sharp=10&s=a763fe66727399c70e67779ece5e1a3b,2024-07-07,https://www.eventbrite.com/checkout-external?eid=906189646627,209.30,2024-07-07,Milano,9.1764383,45.44325310000001,69 Via Ascanio Sforza 20141 Milano
L'ÂGE D'OR - Anne Dezombre Hugues Leclère,en-us,https://www.eventbrite.it/e/lage-dor-anne-dezombre-hugues-leclere-tickets-927400659337,Visita ai giardini museo di Villa Carlotta e concerto per un'indimenticabile giornata sul Lago di Como.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791123169%2F73481085051%2F1%2Foriginal.20240617-171900?auto=format%2Ccompress&q=75&sharp=10&s=2404e98eaefefe2e6ad96cfc9b130fc9,2024-08-09,https://www.eventbrite.com/checkout-external?eid=927400659337,22.55,2024-08-09,Tremezzina,9.230732,45.98636399999999,2 Via Regina 22016 Tremezzina
One Rogue Play,it-it,https://www.eventbrite.com/e/biglietti-one-rogue-play-936557708317,Get ready for a night of spontaneous fun and creativity at One Rogue Play - where anything goes and the unexpected is celebrated!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F798251409%2F804636551743%2F1%2Foriginal.20240628-165755?auto=format%2Ccompress&q=75&sharp=10&s=b409f1b42e210a0cdf8607ac770b6ec1,2024-07-06,https://www.eventbrite.com/checkout-external?eid=936557708317,107.85,2024-07-06,Milano,9.1544027,45.44404600000001,5 Via Giacomo Watt 20143 Milano
Concerto Young Prreja,it-it,https://www.eventbrite.it/e/biglietti-concerto-young-prreja-629873738307,Mi raccomando non perderti il nostro evento sarà un'emozione unica ti aspettiamo!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F506468559%2F748302816763%2F1%2Foriginal.20230503-102953?auto=format%2Ccompress&q=75&sharp=10&s=6e99ad0670f8d8915d19917448911f0f,2028-05-03,https://www.eventbrite.com/checkout-external?eid=629873738307,9.74,2028-05-03,Milano,9.189982,45.4642035,Via Gazzoletti 10 38062 Milano
FESTIVAL,it-it,https://www.eventbrite.it/e/biglietti-festival-205707666167,EVENTO DI BENEFICENZA,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F180803999%2F269978013128%2F1%2Foriginal.20211105-150341?auto=format%2Ccompress&q=75&sharp=10&s=4a051f10edef389ad03c608ec07e9ed7,2024-12-15,https://www.eventbrite.com/checkout-external?eid=205707666167,2000.00,2024-12-16,Milano,9.2131335,45.44565799999999,Corso Lodi Milano
FANTASIE E DANZE - Trio Dumka,en-us,https://www.eventbrite.it/e/fantasie-e-danze-trio-dumka-tickets-927388202077,Visita a giardini e musei di Villa Carlotta e concerto per un'indimenticabile giornata sul Lago di Como.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791113549%2F73481085051%2F1%2Foriginal.20240617-170656?auto=format%2Ccompress&q=75&sharp=10&s=ec992a80017bc88452a9f0172ca03de8,2024-08-02,https://www.eventbrite.com/checkout-external?eid=927388202077,22.55,2024-08-02,Tremezzina,9.230732,45.98636399999999,2 Via Regina 22016 Tremezzina
INNERHERO® - La tua Storia è il tuo Dono,it-it,https://www.eventbrite.it/e/registrazione-innerhero-la-tua-storia-e-il-tuo-dono-941124928997,Scopri come creare una narrazione della tua vita con l'Intelligenza Artificiale per tramandare le tue storie alle future generazioni,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F802095019%2F371523521545%2F1%2Foriginal.20240705-084134?auto=format%2Ccompress&q=75&sharp=10&s=0905f629f0b11348784ea1bd3bb2e133,2024-07-20,https://www.eventbrite.com/checkout-external?eid=941124928997,29.52,2024-07-20,Milano,9.204575100000001,45.5078655,78 Viale Sarca 20125 Milano
Milano Whisky Festival & Rum Show 2024!,it-it,https://www.eventbrite.it/e/biglietti-milano-whisky-festival-rum-show-2024-902298147047,Milano Whisky Festival & Rum Show!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F763623569%2F164355402384%2F1%2Foriginal.20240509-131421?auto=format%2Ccompress&q=75&sharp=10&s=d1ee9570421d02f4255b8b77bbc7e79f,2024-11-30,https://www.eventbrite.com/checkout-external?eid=902298147047,15.00,2024-12-02,Milano,9.1540559,45.4821733,5 Via Gattamelata 20155 Milano
Il Castello di Fabius,en-us,https://www.eventbrite.it/e/il-castello-di-fabius-tickets-890231134287,Vieni a scoprire la storia e l'arte di Fabius Tita nel suggestivo scenario del suo castello!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F751238259%2F52756323172%2F1%2Foriginal.20240424-121214?auto=format%2Ccompress&q=75&sharp=10&s=870906f8dd1cfe98a7cf036bf65c29e1,2024-07-18,https://www.eventbrite.com/checkout-external?eid=890231134287,20.00,2024-07-18,Milano,9.179232299999999,45.4463129,Largo Gustav Mahler 20136 Milano
RxRunway The Shows: Milan 09/22/24,en-us,https://www.eventbrite.com/e/rxrunway-the-shows-milan-092224-tickets-884878785267,Milan Fashion Week September 09/22/24,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F745747599%2F1227049095213%2F1%2Foriginal.20240417-133128?auto=format%2Ccompress&q=75&sharp=10&s=15a9897e93c3b7cba839f87359b18fbe,2024-09-22,https://www.eventbrite.com/checkout-external?eid=884878785267,199.99,2024-09-22,Milano,9.1194401,45.5139792,10 Via Privata Polonia 20157 Milano
LIBERATI DI TE STESSO,en-us,https://www.eventbrite.it/e/liberati-di-te-stesso-tickets-923788746007,I talenti personali sono la nostra più grande ricchezza riconoscili e valorizzali grazie al Pensiero Radiante ed alle Mappe Mentali.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F789017089%2F2183182192043%2F1%2Foriginal.20240613-140819?auto=format%2Ccompress&q=75&sharp=10&s=4b159fde86a13bd49687e2003dad2b11,2024-07-12,https://www.eventbrite.com/checkout-external?eid=923788746007,235.97,2024-07-12,Milano,9.1439757,45.47253920000001,9 Viale Murillo 20149 Milano
TAMBURI SACRI MUSIC LAB,it-it,https://www.eventbrite.com/e/biglietti-tamburi-sacri-music-lab-923050357467,Percuoti e fatti guarire dal suono del tamburo sacro giapponese,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F786637219%2F1533498871993%2F1%2Foriginal.20240610-170838?auto=format%2Ccompress&q=75&sharp=10&s=5105c4aed75c29232e6c1b145e51b477,2024-08-06,https://www.eventbrite.com/checkout-external?eid=923050357467,17.22,2024-08-06,Tremezzo,9.2208911,45.9814787,47 Via Statale 22019 Tremezzo
Brescia  - Workshop Street Photography,it-it,https://www.eventbrite.it/e/biglietti-brescia-workshop-street-photography-777242181287,workshop in formula breve (3 ore) per apprendere e fotografare le situazioni reali e spontanee della società,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F566974069%2F157512799118%2F1%2Foriginal.20230107-211324?auto=format%2Ccompress&q=75&sharp=10&s=f41c8007cb932ed2075acfb81bcf0aaf,2024-09-22,https://www.eventbrite.com/checkout-external?eid=777242181287,75.90,2024-09-22,Brescia,10.2195237,45.5396775,Piazza della Loggia Brescia
TRITTICO - Michel Bourdoncle,en-us,https://www.eventbrite.it/e/trittico-michel-bourdoncle-tickets-927407549947,Visita a parco e museo di Villa Carlotta e concerto per un'indimenticabile giornata sul Lago di Como,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791133539%2F73481085051%2F1%2Foriginal.20240617-173100?auto=format%2Ccompress&q=75&sharp=10&s=4dd7ad1782c2095fcb8731816156b1bc,2024-08-23,https://www.eventbrite.com/checkout-external?eid=927407549947,22.55,2024-08-23,Tremezzina,9.230732,45.98636399999999,2 Via Regina 22016 Tremezzina
IL TRILLO DEL DIAVOLO - Alban Beikircher Matteo Andreini,en-us,https://www.eventbrite.it/e/il-trillo-del-diavolo-alban-beikircher-matteo-andreini-tickets-927411381407,Visita a giardini e museo di Villa Carlotta e concerto per un'indimenticabile giornata sul Lago di Como.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F791139949%2F73481085051%2F1%2Foriginal.20240617-173909?auto=format%2Ccompress&q=75&sharp=10&s=7b0e6afdeadcec765015e3b807219a67,2024-08-30,https://www.eventbrite.com/checkout-external?eid=927411381407,22.55,2024-08-30,Tremezzina,9.230732,45.98636399999999,2 Via Regina 22016 Tremezzina
BRICONIGHT 2024,it-it,https://www.eventbrite.it/e/biglietti-briconight-2024-883187777417,L'evento ha come focus il mercato della Grande Distribuzione Brico - Fai Da Te e Garden,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F793073639%2F203459460008%2F1%2Foriginal.20240620-082743?auto=format%2Ccompress&q=75&sharp=10&s=10be055440a37121ba4a3248e4279706,2024-10-02,https://www.eventbrite.com/checkout-external?eid=883187777417,414.80,2024-10-02,Milano,9.152639500000001,45.482265,14 Via Bartolomeo Colleoni 20149 Milano
